,Name,Full_Name,Alter_Egos,Birthplace,Occupation,Image_url
562,Robin III,Tim Drake,Red Robin,unknown,High School Student,https://www.superherodb.com/pictures2/portraits/10/100/769.jpg
563,Robin V,Damian Wayne,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1473.jpg
564,Robin VI,Carrie Kelley,No alter egos found.,Gotham City,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10394.jpg
565,Rocket Raccoon,Rocket Raccoon,No alter egos found.,unknown,"Law enforcement officer, security guard, member of the Guardians of the Galaxy",https://www.superherodb.com/pictures2/portraits/10/100/10010.jpg
566,Rogue,Anna Marie,No alter egos found.,"Caldecott County, Mississippi","Adventurer, former mechanic, waitress, terrorist",https://www.superherodb.com/pictures2/portraits/10/100/831.jpg
567,Ronin,Clint Barton,"Goliath, Hawkeye","Waverly, Iowa","Outlaw adventurer, revolutionary; former professional super hero, fugitive, unnoficial S.H.I.E.L.D. operative, federal inmate, CTE security chief, ranch hand, archery tutor, carnival performer, roustabout, butcher shop worker",https://www.superherodb.com/pictures2/portraits/10/100/1202.jpg
568,Rorschach,Walter Joseph Kovacs,No alter egos found.,unknown,"Vigilante, former garment worker",https://www.superherodb.com/pictures2/portraits/10/100/771.jpg
569,Sabretooth,Victor Creed,No alter egos found.,unknown,"mercenary, professional criminal, assassin, serial killer",https://www.superherodb.com/pictures2/portraits/10/100/17.jpg
570,Sage,Tessa,No alter egos found.,Place of birth unknown,Former Soldier,https://www.superherodb.com/pictures2/portraits/10/100/117.jpg
571,Sandman,William Baker,No alter egos found.,"Queens, New York",Professional Criminal,https://www.superherodb.com/pictures2/portraits/10/100/621.jpg
572,Sasquatch,Walter Langkowski,No alter egos found.,"Edmonton, Alberta, Canada","Adventurer, bio-physicist, government operative; former college lecturer, professional football player",https://www.superherodb.com/pictures2/portraits/10/100/863.jpg
573,Sauron,Sauron,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10849.jpg
574,Savage Dragon,Kurr,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1117.jpg
575,Scarecrow,Jonathan Crane,No alter egos found.,unknown,Special Professional Criminal,https://www.superherodb.com/pictures2/portraits/10/100/819.jpg
576,Scarlet Spider,Benjamin Reilly,Spider-Carnage,Place of birth unknown,Crime-fighter,https://www.superherodb.com/pictures2/portraits/10/100/174.jpg
577,Scarlet Spider II,Kaine Parker,No alter egos found.,unknown,Fugitive,https://www.superherodb.com/pictures2/portraits/10/100/1536.jpg
578,Scarlet Witch,Wanda Maximoff,No alter egos found.,"Wundagore Mountain, Transia","Adventurer; formerly witchcraft tutor, housewife, terrorist",https://www.superherodb.com/pictures2/portraits/10/100/444.jpg
579,Scorpia,Elaine Coll,No alter egos found.,unknown,Professional criminal,https://www.superherodb.com/pictures2/portraits/10/100/1123.jpg
580,Scorpion,MacDonald Gargan,Venom III,unknown,"U.S. government agent; former professional criminal, assassin, private detective",https://www.superherodb.com/pictures2/portraits/10/100/1041.jpg
581,Sebastian Shaw,Sebastian Hiram Shaw,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1482.jpg
582,Sentry,Robert Reynolds,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/447.jpg
583,Shadow King,Amahl Farouk,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/121.jpg
584,Shadow Lass,Tasmia Mallor,No alter egos found.,Talok VIII,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg
585,Shadowcat,Kitty Pryde,No alter egos found.,"Deerfield, Illinois","Teacher, Adventurer, former student",https://www.superherodb.com/pictures2/portraits/10/100/122.jpg
586,Shang-Chi,Shang-Chi,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/454.jpg
587,Shatterstar,Gaveedra Seven,No alter egos found.,Mojoworld,Warrior,https://www.superherodb.com/pictures2/portraits/10/100/124.jpg
588,She-Hulk,Jennifer Walters,No alter egos found.,"Los Angeles, California","Lawyer, Magistra of the Living Tribunal",https://www.superherodb.com/pictures2/portraits/10/100/125.jpg
589,She-Thing,Sharon Ventura,Ms Marvel II,unknown,"Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer",https://www.superherodb.com/pictures2/portraits/10/100/461.jpg
590,Shocker,Herman Schultz,No alter egos found.,unknown,"Professional thief, hired assassin",https://www.superherodb.com/pictures2/portraits/10/100/19.jpg
591,Shriek,Frances Louise Barrison,No alter egos found.,unknown,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.",https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg
592,Shrinking Violet,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg
593,Sif,Sif,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg
594,Silk,Cindy Moon,No alter egos found.,unknown,"Vigilante, intern at Fact Channel News, adventurer; former student",https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg
595,Silk Spectre,Sally Juspeczyk,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg
596,Silk Spectre II,Laurie Juspeczyk,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg
597,Silver Surfer,Norrin Radd,No alter egos found.,Zenn-La,"Adventurer, formerly Galactus' Herald",https://www.superherodb.com/pictures2/portraits/10/100/127.jpg
598,Silverclaw,Maria de Guadalupe Santiago,No alter egos found.,"The village of Kamekeri, Costa Verde","University student, adventurer",https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg
599,Simon Baz,Simoon Baz,No alter egos found.,"Dearborn, Michigan",unknown,https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg
600,Sinestro,Thaal Sinestro,No alter egos found.,"Korugar City, Korugar",unknown,https://www.superherodb.com/pictures2/portraits/10/100/781.jpg
601,Siren,Hila,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg
602,Siren II,La Sirene la Bailene,No alter egos found.,Atlantis,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg
603,Siryn,Theresa Rourke Cassidy,No alter egos found.,"Cassidy Keep, County Mayo, Ireland",(current) Adventurer (former) Professional Criminal,https://www.superherodb.com/pictures2/portraits/10/100/833.jpg
604,Skaar,,No alter egos found.,Sakaar,Warrior,https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg
605,Snake-Eyes,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg
606,Snowbird,Narya,No alter egos found.,"Near Resolute Bay, Northwest Territories, Canada","Goddess, adventurer, former records officer",https://www.superherodb.com/pictures2/portraits/10/100/130.jpg
607,Sobek,Yurrd the Unknown,No alter egos found.,Nile River; Bioengineered at Oolong Island,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg
608,Solomon Grundy,Cyrus Gold,No alter egos found.,Gotham City,unknown,https://www.superherodb.com/pictures2/portraits/10/100/782.jpg
609,Songbird,Melissa Joan Gold,No alter egos found.,"Shoshoni, Wyoming",Adventurer; former criminal and wrestler,https://www.superherodb.com/pictures2/portraits/10/100/131.jpg
610,Space Ghost,Thaddeus Bach,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg
611,Spawn,Al Simmons,No alter egos found.,"Detroit, Michigan (8th level of Hell after rebirth)",unknown,https://www.superherodb.com/pictures2/portraits/10/100/842.jpg
612,Spectre,Aztar,Aztar,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg
613,Speedball,Robert Baldwin,Penance II,"Springdale, Connecticut","Student, superhero",https://www.superherodb.com/pictures2/portraits/10/100/132.jpg
614,Speedy,Thea Queen,No alter egos found.,Starling City,Nightclub Owner,https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg
615,Speedy,"Roy William Harper, Jr.",Arsenal,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg
616,Spider-Carnage,Benjamin Reilly,Scarlet Spider,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/957.jpg
617,Spider-Girl,May 'Mayday' Parker,No alter egos found.,"New York City, New York",unknown,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg
618,Spider-Gwen,Gwen Stacy,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg
619,Spider-Man,Peter Parker,No alter egos found.,"New York, New York","Freelance photographer, teacher",https://www.superherodb.com/pictures2/portraits/10/100/133.jpg
620,Spider-Man,Miguel O'Hara,No alter egos found.,unknown,"CEO of Alchemax Corporation, Executive Assistant",https://www.superherodb.com/pictures2/portraits/10/100/479.jpg
621,Spider-Man,Miles Morales,No alter egos found.,unknown,"Student, adventurer, vigilante",https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg
622,Spider-Woman,Jessica Drew,No alter egos found.,"London, England","Form agent of HYDRA, former bounty hunter, private investigator, adventurer",https://www.superherodb.com/pictures2/portraits/10/100/481.jpg
623,Spider-Woman II,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/483.jpg
624,Spider-Woman III,Martha Franklin,No alter egos found.,"Rochester, New York",unknown,https://www.superherodb.com/pictures2/portraits/10/100/482.jpg
625,Spider-Woman IV,Charlotte Witter,No alter egos found.,unknown,"Fashion designer, professional criminal",https://www.superherodb.com/pictures2/portraits/10/100/883.jpg
626,Spock,S'chn T'gai Spock,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg
627,Spyke,Evan Daniels,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg
628,Stacy X,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/485.jpg
629,Star-Lord,Peter Jason Quill,No alter egos found.,unknown,Adventurer; Royal Prince of Spartax,https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg
630,Stardust,,No alter egos found.,unknown,Herald of Galactus,https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg
631,Starfire,Koriand'r,No alter egos found.,Tamaran,Model,https://www.superherodb.com/pictures2/portraits/10/100/786.jpg
632,Stargirl,Courtney Whitmore,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg
633,Static,Virgil Hawkins,No alter egos found.,"Paris Island, Dakota City",Student,https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg
634,Steel,John Henry Irons,No alter egos found.,"Washington, D.C.","Weapons designer, former steelworker",https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg
635,Stephanie Powell,Stephanie Powell,No alter egos found.,unknown,Executive Vice President of Research at Global Tech,https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg
636,Steppenwolf,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg
637,Storm,Ororo Munroe,No alter egos found.,"New York, New York",Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/135.jpg
638,Stormtrooper,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg
639,Sunspot,Roberto DaCosta,No alter egos found.,"Rio de Janeiro, Brazil","Adventurer, businessman",https://www.superherodb.com/pictures2/portraits/10/100/138.jpg
640,Superboy,Kon-El / Conner Kent,No alter egos found.,Project Cadmus cloning facility,unknown,https://www.superherodb.com/pictures2/portraits/10/100/789.jpg
641,Superboy-Prime,Kal-El,No alter egos found.,Krypton (Earth-Prime),unknown,https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg
642,Supergirl,Kara Zor-El,No alter egos found.,"Argo City, Krypton","Intern, Adventurer, Student, Crime-Fighter",https://www.superherodb.com/pictures2/portraits/10/100/790.jpg
643,Superman,Clark Kent,Superman Prime One-Million,Krypton,Reporter for the Daily Planet and novelist,https://www.superherodb.com/pictures2/portraits/10/100/791.jpg
644,Swamp Thing,Alec Holland,No alter egos found.,unknown,"Planet Elemental, former Biochemist",https://www.superherodb.com/pictures2/portraits/10/100/792.jpg
645,Swarm,Fritz von Meyer,No alter egos found.,unknown,Ph.D. in toxicology & entomology,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg
646,Sylar,Gabriel Gray,No alter egos found.,unknown,Timepiece restorer,https://www.superherodb.com/pictures2/portraits/10/100/953.jpg
647,Synch,Everett Thomas,No alter egos found.,unknown,Student,https://www.superherodb.com/pictures2/portraits/10/100/175.jpg
648,T-1000,Cyberdyne Systems Series 1000 Terminator,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg
649,T-800,Cyberdyne Systems Series 800 Terminator Model 101,No alter egos found.,unknown,Assassin,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg
650,T-850,Cyberdyne Systems Series 850 Terminator,No alter egos found.,unknown,Assassin,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg
651,T-X,Cyberdyne Systems Series X Terminator,No alter egos found.,unknown,Assassin / Genesis Overseer,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg
652,Taskmaster,Tony Masters,No alter egos found.,unknown,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp",https://www.superherodb.com/pictures2/portraits/10/100/21.jpg
653,Tempest,Angel Salvadore Bohusk,Angel Salvadore,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1407.jpg
654,Thanos,Thanos,No alter egos found.,Titan,"Conqueror, worshiper of Death",https://www.superherodb.com/pictures2/portraits/10/100/1305.jpg
655,The Cape,Vince Faraday,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1375.jpg
656,The Comedian,Edward Morgen Blake,No alter egos found.,unknown,Former Adventurer; Government Agent,https://www.superherodb.com/pictures2/portraits/10/100/1062.jpg
657,Thing,Ben Grimm,No alter egos found.,"New York City, New York","Adventurer, former Air Force test pilot",https://www.superherodb.com/pictures2/portraits/10/100/139.jpg
658,Thor,Thor Odinson,Rune King Thor,Asgard,King of Asgard; formerly EMS Technician; Physician,https://www.superherodb.com/pictures2/portraits/10/100/140.jpg
659,Thor Girl,Tarene,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1296.jpg
660,Thunderbird,John Proudstar,No alter egos found.,"Camp Verde, Arizona","Former adventurer, student, Marine",https://www.superherodb.com/pictures2/portraits/10/100/611.jpg
661,Thunderbird II,James Proudstar,Warpath,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/927.jpg
662,Thunderbird III,Neal Shaara,No alter egos found.,Bangladesh,Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/141.jpg
663,Thunderstrike,Eric Kevin Masterson,No alter egos found.,unknown,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",https://www.superherodb.com/pictures2/portraits/10/100/177.jpg
664,Thundra,Thundra,No alter egos found.,unknown,"Ruler, warrior",https://www.superherodb.com/pictures2/portraits/10/100/508.jpg
665,Tiger Shark,Todd Arliss,No alter egos found.,"Pasadena, California",unknown,https://www.superherodb.com/pictures2/portraits/10/100/10047.jpg
666,Tigra,Greer Grant Nelson,No alter egos found.,Presumably Chicago Illinois USA,"Laboratory assistant, model, adventurer, NYC police",https://www.superherodb.com/pictures2/portraits/10/100/42.jpg
667,Tinkerer,Phineas Mason,No alter egos found.,unknown,Inventor and technician serving the underworld,https://www.superherodb.com/pictures2/portraits/10/100/1036.jpg
668,Titan,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1154.jpg
669,Toad,Mortimer Toynbee,No alter egos found.,"York, England",Former criminal,https://www.superherodb.com/pictures2/portraits/10/100/1125.jpg
670,Toxin,Patrick Mulligan,No alter egos found.,New York City,Police officer,https://www.superherodb.com/pictures2/portraits/10/100/848.jpg
671,Toxin,Eddie Brock,"Anti-Venom, Venom","San Francisco, California","Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe",https://www.superherodb.com/pictures2/portraits/10/100/10494.jpg
672,Tracy Strauss,Tracy Strauss,No alter egos found.,"Beverly Hills, CA","Former aide to Senator Nathan Petrelli, Former Pinehearst consultant, former political adviser to Governor Robert Malden",https://www.superherodb.com/pictures2/portraits/10/100/1312.jpg
673,Trickster,Giovanni Giuseppe,No alter egos found.,unknown,"Special effects designer, con artist",https://www.superherodb.com/pictures2/portraits/10/100/1468.jpg
674,Trigon,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10703.jpg
675,Triplicate Girl,Luornu Durgo,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1185.jpg
676,Triton,Triton,No alter egos found.,"Island of Attilan, Atlantic Ocean",unknown,https://www.superherodb.com/pictures2/portraits/10/100/513.jpg
677,Two-Face,Harvey Dent,No alter egos found.,unknown,Reformed criminal; former district attorney,https://www.superherodb.com/pictures2/portraits/10/100/802.jpg
678,Ultragirl,Tsu-Zana,No alter egos found.,unknown,Model,https://www.superherodb.com/pictures2/portraits/10/100/1295.jpg
679,Ultron,Ultron,No alter egos found.,"Created in Cresskill, New Jersey","Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg
680,Utgard-Loki,,No alter egos found.,Jotunheim,Monarch,https://www.superherodb.com/pictures2/portraits/10/100/1484.jpg
681,Vagabond,Priscilla Lyons,No alter egos found.,unknown,Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/145.jpg
682,Valerie Hart,,No alter egos found.,"East Coast, Canada","Vigilante, Superhero",https://www.superherodb.com/pictures2/portraits/10/100/1004.jpg
683,Valkyrie,Brunnhilde (also spelled Brunnhilda),No alter egos found.,Presumably Asgard,"Chooser of the Slain, Adventurer",https://www.superherodb.com/pictures2/portraits/10/100/147.jpg
684,Vanisher,,No alter egos found.,"Boston, Massachusetts","Professional criminal, former subversive",https://www.superherodb.com/pictures2/portraits/10/100/1105.jpg
685,Vegeta,Vegeta,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg
686,Venom,Eddie Brock,"Anti-Venom, Toxin","New York, New York","Vigilante; former journalist for the Daily Globe, government operative",https://www.superherodb.com/pictures2/portraits/10/100/22.jpg
687,Venom II,Angelo Fortunato,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1124.jpg
688,Venom III,MacDonald Gargan,Scorpion,unknown,"Government operative; former professional criminal, private eye",https://www.superherodb.com/pictures2/portraits/10/100/1042.jpg
689,Venompool,Wade Wilson,"Deadpool, Evil Deadpool",unknown,Conqueror; Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/10618.jpg
690,Vertigo II,unknown,Blaquesmith,The Savage Land,Assassin,https://www.superherodb.com/pictures2/portraits/10/100/149.jpg
691,Vibe,Cisco Ramon,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10509.jpg
692,Vindicator,Heather Hudson,Vindicator II,"Calgary, Alberta, Canada","former secretary, researcher",https://www.superherodb.com/pictures2/portraits/10/100/150.jpg
693,Vindicator,Dr. James McDonald Hudson,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/530.jpg
694,Violator,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1064.jpg
695,Violet Parr,Violet Parr,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/825.jpg
696,Vision,Vision,"Anti-Vision, Vision II",unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/532.jpg
697,Vision II,Vision,"Anti-Vision, Vision",Place of birth unknown,Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/151.jpg
698,Vixen,Mari McCabe,No alter egos found.,Zambesi,Former Model,https://www.superherodb.com/pictures2/portraits/10/100/10109.jpg
699,Vulcan,Gabriel Summers,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/854.jpg
700,Vulture,Adrian Toomes,No alter egos found.,"Staten Island, New York City",Professional criminal; formerly electronics engineer,https://www.superherodb.com/pictures2/portraits/10/100/1031.jpg
701,Walrus,Hubert Carpent,No alter egos found.,"Brooklyn, New York",Cab driver,https://www.superherodb.com/pictures2/portraits/10/100/10058.jpg
702,War Machine,James Rupert Rhodes,No alter egos found.,"Philadelphia, Pennsylvania","Initiative instructor, adventurer, government agent; formerly: Sentinel Squad O*N*E combat instructor, soldier, pilot",https://www.superherodb.com/pictures2/portraits/10/100/536.jpg
703,Warbird,Carol Danvers,"Binary, Captain Marvel","Boston, Massachusetts","Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",https://www.superherodb.com/pictures2/portraits/10/100/153.jpg
704,Warlock,Adam Warlock,No alter egos found.,"The Beehive, Shard Island, Atlantic Ocean","Avenger, savior of worlds",https://www.superherodb.com/pictures2/portraits/10/100/154.jpg
705,Warp,Emil LaSalle,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1353.jpg
706,Warpath,James Proudstar,Thunderbird II,"Camp Verde, Arizona",Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/541.jpg
707,Wasp,Janet Van Dyne,No alter egos found.,"Cresskill, New Jersey","Adventurer, fashion designer, independently wealthy socialite",https://www.superherodb.com/pictures2/portraits/10/100/155.jpg
708,Watcher,Uatu,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/516.jpg
709,Weapon XI,Weapon XI,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1318.jpg
710,White Canary,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10542.jpg
711,White Queen,Emma Grace Frost,No alter egos found.,"Boston, Massachusetts","Co-Headmistress of Xavier Institute, Chairperson of the Board and Chief Executive of Frost International",https://www.superherodb.com/pictures2/portraits/10/100/157.jpg
712,Wildfire,Drake Burroughs,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1186.jpg
713,Winter Soldier,Bucky Barnes,No alter egos found.,unknown,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",https://www.superherodb.com/pictures2/portraits/10/100/10027.jpg
714,Wiz Kid,Takashi Matsuya,No alter egos found.,Place of birth unknown,Student,https://www.superherodb.com/pictures2/portraits/10/100/159.jpg
715,Wolfsbane,Rahne Sinclair,No alter egos found.,"Somewhere in Ross and Cromarty, Scotland",Teacher,https://www.superherodb.com/pictures2/portraits/10/100/160.jpg
716,Wolverine,Logan,No alter egos found.,"Alberta, Canada","Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner",https://www.superherodb.com/pictures2/portraits/10/100/161.jpg
717,Wonder Girl,Cassandra Elizabeth Sandsmark,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1497.jpg
718,Wonder Man,Simon Williams,No alter egos found.,"Paterson, New Jersey","Former industrialist, now stuntman, actor, adventurer",https://www.superherodb.com/pictures2/portraits/10/100/162.jpg
719,Wonder Woman,Diana Prince,No alter egos found.,Themyscira,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",https://www.superherodb.com/pictures2/portraits/10/100/807.jpg
720,Wondra,,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1290.jpg
721,Wyatt Wingfoot,Wyatt Wingfoot,No alter egos found.,"Keewazi Reservation, Oklahoma",Occasional adventurer,https://www.superherodb.com/pictures2/portraits/10/100/164.jpg
722,X-23,Laura Kinney,No alter egos found.,"The Facility, location unrevealed","Adventurer, Student, former; Assassin, Prostitute",https://www.superherodb.com/pictures2/portraits/10/100/565.jpg
723,X-Man,Nate Grey,No alter egos found.,American Northeast of Earth-295,"Former shaman, adventurer, freedom fighter",https://www.superherodb.com/pictures2/portraits/10/100/1150.jpg
724,Yellow Claw,,No alter egos found.,Somewhere in mainland China,Would-be conqueror,https://www.superherodb.com/pictures2/portraits/10/100/23.jpg
725,Yellowjacket,Hank Pym,"Ant-Man, Giant-Man, Goliath, Wasp II","Elmsford, New York","Adventurer, Biochemist, former manager of Avengers Compound",https://www.superherodb.com/pictures2/portraits/10/100/70.jpg
726,Yellowjacket II,Rita DeMara,No alter egos found.,unknown,"Adventurer; former criminal, electronics engineer",https://www.superherodb.com/pictures2/portraits/10/100/178.jpg
727,Ymir,Ymir,No alter egos found.,Niffleheim,unknown,https://www.superherodb.com/pictures2/portraits/10/100/179.jpg
728,Yoda,Yoda,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/10454.jpg
729,Zatanna,Zatanna Zatara,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/809.jpg
730,Zoom,Hunter Zolomon,No alter egos found.,unknown,unknown,https://www.superherodb.com/pictures2/portraits/10/100/1384.jpg
